date	watout.dat	watout_1.dat
1990-01-01	0.00E+00	0.00E+00
1990-01-02	0.00E+00	0.00E+00
1990-01-03	3.87E+00	1.39E+01
1990-01-04	1.45E+01	1.58E+01
1990-01-05	2.06E+00	5.51E+00
1990-01-06	3.41E+00	2.50E+01
1990-01-07	2.87E+00	1.22E+01
1990-01-08	1.92E+00	1.12E+01
1990-01-09	3.40E+00	2.63E+01
1990-01-10	1.59E+01	3.50E+01
1990-01-11	8.30E+01	1.23E+02
1990-01-12	8.61E+01	7.77E+01
1990-01-13	9.20E+00	3.32E+01
1990-01-14	4.61E+00	1.01E+01
1990-01-15	3.79E+00	1.60E+01
1990-01-16	3.89E+00	1.07E+01
1990-01-17	2.98E+00	1.58E+01
1990-01-18	2.84E+00	9.21E+00
1990-01-19	2.46E+00	9.44E+00
1990-01-20	5.65E+01	6.01E+01
1990-01-21	1.81E+01	4.26E+01
1990-01-22	3.28E+01	6.25E+01
1990-01-23	7.17E+00	3.25E+01
1990-01-24	1.63E+02	2.30E+02
1990-01-25	7.38E+01	6.74E+01
1990-01-26	4.95E+01	7.58E+01
1990-01-27	1.54E+01	2.58E+01
1990-01-28	8.08E+00	8.90E+00
1990-01-29	2.14E+01	4.99E+01
1990-01-30	9.34E+00	9.99E+00
1990-01-31	7.26E+00	1.42E+01
1990-02-01	6.50E+00	3.45E+01
1990-02-02	1.13E+01	2.12E+01
1990-02-03	1.05E+02	1.45E+02
1990-02-04	2.62E+01	5.95E+01
1990-02-05	9.76E+00	3.62E+01
1990-02-06	9.68E+00	2.00E+01
1990-02-07	8.13E+00	3.21E+01
1990-02-08	8.14E+00	2.50E+01
1990-02-09	7.95E+00	1.51E+01
1990-02-10	7.68E+00	2.13E+01
1990-02-11	6.81E+00	1.04E+01
1990-02-12	1.38E+01	2.77E+01
1990-02-13	6.97E+00	1.23E+01
1990-02-14	6.70E+00	2.42E+01
1990-02-15	6.86E+00	9.69E+00
1990-02-16	7.33E+01	8.16E+01
1990-02-17	2.25E+01	3.34E+01
1990-02-18	9.23E+00	1.31E+01
1990-02-19	8.42E+00	1.82E+01
1990-02-20	7.29E+00	3.17E+01
1990-02-21	1.25E+01	1.11E+01
1990-02-22	8.79E+00	1.48E+01
1990-02-23	2.73E+01	6.13E+01
1990-02-24	4.83E+01	8.68E+01
1990-02-25	2.60E+01	5.93E+01
1990-02-26	2.33E+01	6.76E+01
1990-02-27	1.27E+01	2.22E+01
1990-02-28	1.08E+01	4.08E+01
1990-03-01	1.08E+01	2.02E+01
1990-03-02	1.03E+01	2.00E+01
1990-03-03	3.33E+01	3.52E+01
1990-03-04	1.12E+02	1.87E+02
1990-03-05	6.60E+01	7.09E+01
1990-03-06	2.01E+02	2.78E+02
1990-03-07	1.09E+02	1.09E+02
1990-03-08	1.38E+02	1.88E+02
1990-03-09	3.18E+02	3.78E+02
1990-03-10	7.30E+01	8.59E+01
1990-03-11	9.03E+01	1.51E+02
1990-03-12	2.38E+01	3.62E+01
1990-03-13	1.89E+01	4.82E+01
1990-03-14	1.71E+01	4.35E+01
1990-03-15	1.77E+01	3.07E+01
1990-03-16	1.63E+01	5.37E+01
1990-03-17	1.91E+01	5.67E+01
1990-03-18	1.48E+01	5.04E+01
1990-03-19	1.37E+01	4.77E+01
1990-03-20	1.33E+01	4.69E+01
1990-03-21	1.48E+01	2.76E+01
1990-03-22	1.27E+01	3.20E+01
1990-03-23	1.59E+01	1.54E+01
1990-03-24	1.63E+01	3.05E+01
1990-03-25	6.33E+01	6.23E+01
1990-03-26	5.90E+01	7.56E+01
1990-03-27	1.91E+02	2.06E+02
1990-03-28	2.42E+01	6.48E+01
1990-03-29	3.62E+01	3.95E+01
1990-03-30	2.12E+01	2.70E+01
1990-03-31	2.46E+01	7.19E+01
1990-04-01	1.85E+01	3.74E+01
1990-04-02	2.47E+01	5.11E+01
1990-04-03	2.21E+01	2.81E+01
1990-04-04	3.18E+01	6.39E+01
1990-04-05	1.81E+01	3.18E+01
1990-04-06	1.75E+01	1.52E+01
1990-04-07	1.50E+01	3.59E+01
1990-04-08	3.58E+01	5.83E+01
1990-04-09	4.75E+01	4.61E+01
1990-04-10	6.05E+01	9.78E+01
1990-04-11	3.77E+01	3.33E+01
1990-04-12	1.96E+01	6.08E+01
1990-04-13	5.48E+01	8.08E+01
1990-04-14	2.03E+01	5.63E+01
1990-04-15	1.92E+01	2.34E+01
1990-04-16	1.82E+01	3.23E+01
1990-04-17	1.57E+01	4.48E+01
1990-04-18	1.70E+01	5.14E+01
1990-04-19	1.52E+02	1.57E+02
1990-04-20	2.55E+01	3.39E+01
1990-04-21	1.65E+01	2.42E+01
1990-04-22	1.67E+01	4.57E+01
1990-04-23	1.55E+01	2.36E+01
1990-04-24	2.16E+01	4.64E+01
1990-04-25	1.55E+01	2.88E+01
1990-04-26	1.56E+01	2.26E+01
1990-04-27	9.49E+01	1.14E+02
1990-04-28	2.20E+01	2.34E+01
1990-04-29	1.74E+01	4.65E+01
1990-04-30	1.44E+01	5.29E+01
1990-05-01	1.52E+01	3.34E+01
1990-05-02	1.50E+01	2.71E+01
1990-05-03	1.35E+01	5.22E+01
1990-05-04	1.37E+01	4.96E+01
1990-05-05	1.26E+01	4.41E+01
1990-05-06	1.28E+01	4.05E+01
1990-05-07	1.95E+01	4.28E+01
1990-05-08	1.22E+01	3.67E+01
1990-05-09	6.13E+01	1.03E+02
1990-05-10	2.99E+01	3.12E+01
1990-05-11	1.83E+01	4.44E+01
1990-05-12	2.25E+01	4.28E+01
1990-05-13	1.33E+01	4.39E+01
1990-05-14	1.46E+01	4.96E+01
1990-05-15	1.26E+01	1.91E+01
1990-05-16	1.21E+01	4.33E+01
1990-05-17	1.26E+01	2.68E+01
1990-05-18	1.19E+01	3.95E+01
1990-05-19	1.58E+01	2.27E+01
1990-05-20	1.14E+01	2.46E+01
1990-05-21	7.46E+01	9.96E+01
1990-05-22	1.36E+01	4.42E+01
1990-05-23	2.35E+01	5.69E+01
1990-05-24	1.33E+01	2.24E+01
1990-05-25	1.22E+01	2.05E+01
1990-05-26	1.23E+01	4.38E+01
1990-05-27	9.97E+00	3.38E+01
1990-05-28	1.10E+01	1.25E+01
1990-05-29	1.19E+01	4.51E+01
1990-05-30	1.00E+01	2.32E+01
1990-05-31	9.18E+00	1.72E+01
1990-06-01	9.43E+00	4.36E+01
1990-06-02	1.16E+01	3.36E+01
1990-06-03	9.33E+00	2.28E+01
1990-06-04	9.79E+00	1.51E+01
1990-06-05	8.72E+00	3.74E+01
1990-06-06	8.22E+00	2.06E+01
1990-06-07	8.07E+00	2.19E+01
1990-06-08	8.79E+00	9.08E+00
1990-06-09	8.53E+00	2.19E+01
1990-06-10	7.64E+00	2.40E+01
1990-06-11	7.50E+00	3.13E+01
1990-06-12	6.99E+00	2.92E+01
1990-06-13	6.71E+00	1.80E+01
1990-06-14	6.39E+00	6.89E+00
1990-06-15	6.24E+00	3.30E+01
1990-06-16	6.45E+00	6.72E+00
1990-06-17	6.73E+00	2.59E+01
1990-06-18	5.86E+00	1.80E+01
1990-06-19	5.99E+00	8.31E+00
1990-06-20	5.98E+00	6.21E+00
1990-06-21	1.42E+01	3.82E+01
1990-06-22	9.66E+00	1.92E+01
1990-06-23	6.51E+00	2.40E+01
1990-06-24	7.96E+00	1.89E+01
1990-06-25	6.94E+00	2.47E+01
1990-06-26	5.65E+00	1.82E+01
1990-06-27	3.26E+01	4.46E+01
1990-06-28	8.13E+00	2.46E+01
1990-06-29	6.49E+00	2.34E+01
1990-06-30	5.43E+00	1.79E+01
1990-07-01	5.83E+00	7.16E+00
1990-07-02	5.79E+00	1.19E+01
1990-07-03	4.90E+00	2.34E+01
1990-07-04	5.02E+00	9.65E+00
1990-07-05	4.33E+00	2.08E+01
1990-07-06	5.44E+00	2.74E+01
1990-07-07	4.81E+00	2.14E+01
1990-07-08	4.76E+00	2.14E+01
1990-07-09	4.55E+00	2.05E+01
1990-07-10	3.82E+00	1.58E+01
1990-07-11	4.27E+00	1.36E+01
1990-07-12	3.78E+00	4.62E+00
1990-07-13	3.60E+00	5.15E+00
1990-07-14	3.69E+00	1.44E+01
1990-07-15	3.23E+00	1.13E+01
1990-07-16	3.17E+00	7.83E+00
1990-07-17	2.66E+00	1.27E+01
1990-07-18	2.37E+00	1.58E+01
1990-07-19	2.22E+00	1.50E+01
1990-07-20	2.25E+00	8.23E+00
1990-07-21	2.36E+00	1.44E+01
1990-07-22	2.32E+00	6.16E+00
1990-07-23	2.32E+00	7.46E+00
1990-07-24	1.96E+00	1.51E+01
1990-07-25	2.06E+00	6.40E+00
1990-07-26	1.72E+00	8.52E+00
1990-07-27	1.93E+00	7.92E+00
1990-07-28	1.61E+00	1.09E+01
1990-07-29	1.67E+00	1.00E+01
1990-07-30	1.58E+00	8.71E+00
1990-07-31	1.26E+00	1.14E+01
1990-08-01	1.23E+00	5.85E+00
1990-08-02	1.18E+00	4.12E+00
1990-08-03	1.08E+00	9.72E+00
1990-08-04	1.17E+00	8.72E+00
1990-08-05	1.13E+00	9.40E+00
1990-08-06	8.20E-01	3.97E+00
1990-08-07	6.75E-01	8.27E+00
1990-08-08	6.97E-01	8.06E+00
1990-08-09	6.33E-01	4.81E+00
1990-08-10	6.21E-01	2.37E+00
1990-08-11	6.02E-01	2.09E+00
1990-08-12	6.18E-01	6.75E+00
1990-08-13	5.80E-01	4.37E+00
1990-08-14	5.10E-01	6.62E+00
1990-08-15	6.13E-01	7.07E+00
1990-08-16	4.98E-01	1.19E+00
1990-08-17	4.15E-01	4.09E+00
1990-08-18	3.60E-01	3.60E+00
1990-08-19	4.05E-01	1.31E+00
1990-08-20	4.39E-01	3.00E+00
1990-08-21	4.53E-01	1.12E+00
1990-08-22	3.65E-01	4.20E+00
1990-08-23	3.40E-01	5.97E+00
1990-08-24	2.65E-01	6.13E+00
1990-08-25	2.68E-01	2.77E+00
1990-08-26	2.19E-01	3.40E+00
1990-08-27	2.77E-01	5.36E+00
1990-08-28	2.26E-01	1.87E+00
1990-08-29	2.63E-01	1.71E+00
1990-08-30	2.22E-01	5.03E+00
1990-08-31	2.40E-01	5.20E+00
1990-09-01	2.72E-01	4.06E-01
1990-09-02	2.03E-01	2.88E-01
1990-09-03	1.36E-01	3.00E+00
1990-09-04	1.42E-01	9.33E-01
1990-09-05	1.88E-01	9.02E-01
1990-09-06	1.88E-01	9.25E-01
1990-09-07	1.87E-01	2.90E+00
1990-09-08	2.95E+00	1.64E+01
1990-09-09	7.04E-01	2.85E+00
1990-09-10	4.94E-01	3.10E+00
1990-09-11	4.45E-01	5.85E+00
1990-09-12	3.82E-01	3.93E+00
1990-09-13	3.71E-01	8.05E-01
1990-09-14	2.99E-01	7.70E-01
1990-09-15	2.80E-01	3.69E+00
1990-09-16	2.36E-01	6.66E+00
1990-09-17	2.01E-01	1.23E+00
1990-09-18	1.70E-01	3.64E+00
1990-09-19	1.88E-01	2.33E+00
1990-09-20	1.65E-01	3.93E+00
1990-09-21	1.69E-01	9.09E-01
1990-09-22	1.39E-01	5.99E-01
1990-09-23	1.49E-01	9.85E-01
1990-09-24	1.80E-01	1.39E+00
1990-09-25	4.89E+00	4.83E+00
1990-09-26	9.15E-01	6.63E+00
1990-09-27	5.54E-01	1.13E+00
1990-09-28	4.75E-01	3.66E+00
1990-09-29	5.23E-01	5.11E+00
1990-09-30	4.80E-01	3.08E+00
1990-10-01	3.63E-01	1.74E+00
1990-10-02	2.89E-01	2.75E+00
1990-10-03	2.83E-01	8.16E+00
1990-10-04	1.45E+01	1.60E+01
1990-10-05	1.47E+00	1.02E+01
1990-10-06	8.20E-01	9.22E+00
1990-10-07	6.49E-01	4.24E+00
1990-10-08	5.45E-01	4.72E+00
1990-10-09	8.39E-01	7.31E+00
1990-10-10	1.35E+00	1.17E+01
1990-10-11	7.75E-01	6.29E+00
1990-10-12	2.25E+01	6.19E+01
1990-10-13	2.56E+00	1.12E+01
1990-10-14	1.42E+00	1.25E+01
1990-10-15	1.08E+00	1.03E+01
1990-10-16	9.82E-01	5.92E+00
1990-10-17	8.04E-01	4.96E+00
1990-10-18	6.78E-01	1.09E+00
1990-10-19	5.91E-01	9.48E+00
1990-10-20	6.19E-01	9.12E+00
1990-10-21	6.05E-01	4.10E+00
1990-10-22	5.42E-01	2.05E+00
1990-10-23	4.09E-01	3.39E+00
1990-10-24	4.07E-01	3.32E+00
1990-10-25	3.37E+00	2.35E+01
1990-10-26	6.80E-01	3.59E+00
1990-10-27	8.31E-01	1.23E+01
1990-10-28	5.20E-01	7.06E+00
1990-10-29	5.22E-01	2.71E+00
1990-10-30	4.38E-01	3.29E+00
1990-10-31	3.35E-01	3.03E+00
1990-11-01	1.06E+01	1.18E+01
1990-11-02	1.25E+00	7.20E+00
1990-11-03	6.85E-01	3.33E+00
1990-11-04	5.44E-01	2.74E+00
1990-11-05	4.91E-01	7.14E-01
1990-11-06	4.12E-01	3.74E+00
1990-11-07	3.84E-01	4.61E+00
1990-11-08	3.13E-01	1.11E+00
1990-11-09	3.54E-01	6.07E+00
1990-11-10	2.81E-01	1.93E+00
1990-11-11	2.25E-01	5.06E+00
1990-11-12	2.12E-01	3.42E+00
1990-11-13	2.06E-01	5.23E+00
1990-11-14	1.64E-01	3.39E+00
1990-11-15	4.99E-01	2.05E+00
1990-11-16	3.31E-01	6.35E+00
1990-11-17	2.82E-01	6.66E+00
1990-11-18	2.42E-01	1.75E+00
1990-11-19	2.55E-01	7.25E+00
1990-11-20	1.75E+01	4.40E+01
1990-11-21	1.51E+00	1.45E+00
1990-11-22	7.71E-01	1.67E+00
1990-11-23	5.61E-01	3.82E+00
1990-11-24	5.28E+01	6.59E+01
1990-11-25	4.13E+00	1.12E+01
1990-11-26	1.96E+00	1.88E+01
1990-11-27	5.71E+00	2.15E+01
1990-11-28	8.11E+00	2.96E+01
1990-11-29	2.30E+00	1.13E+01
1990-11-30	1.70E+00	1.40E+01
1990-12-01	1.34E+00	2.45E+00
1990-12-02	1.14E+00	8.55E+00
1990-12-03	9.96E-01	7.21E+00
1990-12-04	8.46E-01	2.42E+00
1990-12-05	7.45E-01	8.03E+00
1990-12-06	6.49E-01	9.98E+00
1990-12-07	2.63E+01	6.53E+01
1990-12-08	2.81E+01	5.14E+01
1990-12-09	2.91E+00	7.72E+00
1990-12-10	1.94E+00	1.41E+01
1990-12-11	1.51E+00	1.46E+01
1990-12-12	1.19E+00	5.52E+00
1990-12-13	1.09E+00	3.86E+00
1990-12-14	2.65E+01	5.50E+01
1990-12-15	2.55E+00	1.95E+01
1990-12-16	3.61E+00	2.41E+01
1990-12-17	1.77E+01	2.31E+01
1990-12-18	2.93E+00	6.32E+00
1990-12-19	2.28E+00	1.67E+01
1990-12-20	1.92E+00	9.70E+00
1990-12-21	1.73E+00	1.59E+01
1990-12-22	1.42E+00	8.85E+00
1990-12-23	2.09E+00	1.48E+01
1990-12-24	1.41E+00	2.73E+00
1990-12-25	3.96E+01	4.24E+01
1990-12-26	3.77E+00	1.95E+01
1990-12-27	2.05E+00	7.57E+00
1990-12-28	1.88E+00	1.60E+01
1990-12-29	1.49E+01	1.44E+01
1990-12-30	3.09E+01	5.48E+01
1990-12-31	4.64E+00	2.33E+01
1991-01-01	2.72E+00	1.96E+01
1991-01-02	2.68E+00	1.40E+01
1991-01-03	1.88E+01	4.54E+01
1991-01-04	3.23E+01	7.08E+01
1991-01-05	4.82E+00	1.67E+01
1991-01-06	1.02E+01	9.68E+00
1991-01-07	8.01E+00	3.29E+01
1991-01-08	5.18E+00	1.45E+01
1991-01-09	8.77E+00	1.21E+01
1991-01-10	2.46E+01	6.16E+01
1991-01-11	1.02E+02	1.41E+02
1991-01-12	7.94E+01	1.14E+02
1991-01-13	1.16E+01	1.25E+01
1991-01-14	8.72E+00	3.01E+01
1991-01-15	7.56E+00	1.83E+01
1991-01-16	6.66E+00	2.26E+01
1991-01-17	6.73E+00	1.40E+01
1991-01-18	6.21E+00	8.59E+00
1991-01-19	6.32E+00	1.18E+01
1991-01-20	6.55E+01	1.08E+02
1991-01-21	2.25E+01	2.33E+01
1991-01-22	3.69E+01	7.79E+01
1991-01-23	9.42E+00	1.42E+01
1991-01-24	1.66E+02	1.62E+02
1991-01-25	6.78E+01	1.14E+02
1991-01-26	4.65E+01	7.99E+01
1991-01-27	1.83E+01	3.03E+01
1991-01-28	1.20E+01	3.57E+01
1991-01-29	2.38E+01	4.71E+01
1991-01-30	1.14E+01	2.59E+01
1991-01-31	1.02E+01	2.50E+01
1991-02-01	9.32E+00	1.30E+01
1991-02-02	1.33E+01	1.52E+01
1991-02-03	1.12E+02	1.71E+02
1991-02-04	2.97E+01	5.20E+01
1991-02-05	1.25E+01	2.55E+01
1991-02-06	1.30E+01	1.99E+01
1991-02-07	1.16E+01	2.22E+01
1991-02-08	9.62E+00	1.10E+01
1991-02-09	1.08E+01	9.85E+00
1991-02-10	9.78E+00	2.66E+01
1991-02-11	1.01E+01	2.33E+01
1991-02-12	1.54E+01	4.38E+01
1991-02-13	8.95E+00	2.40E+01
1991-02-14	9.72E+00	3.14E+01
1991-02-15	9.12E+00	1.27E+01
1991-02-16	7.44E+01	8.11E+01
1991-02-17	2.34E+01	3.95E+01
1991-02-18	1.01E+01	1.47E+01
1991-02-19	9.65E+00	3.10E+01
1991-02-20	8.78E+00	1.76E+01
1991-02-21	1.25E+01	1.38E+01
1991-02-22	1.08E+01	3.30E+01
1991-02-23	2.75E+01	5.06E+01
1991-02-24	5.03E+01	5.41E+01
1991-02-25	2.72E+01	4.07E+01
1991-02-26	2.77E+01	5.65E+01
1991-02-27	1.34E+01	3.35E+01
1991-02-28	1.20E+01	1.65E+01
1991-03-01	1.12E+01	1.82E+01
1991-03-02	1.06E+01	2.46E+01
1991-03-03	3.48E+01	5.49E+01
1991-03-04	1.15E+02	1.10E+02
1991-03-05	6.78E+01	6.81E+01
1991-03-06	2.06E+02	2.32E+02
1991-03-07	1.20E+02	1.41E+02
1991-03-08	1.33E+02	1.40E+02
1991-03-09	3.59E+02	3.59E+02
1991-03-10	7.75E+01	1.22E+02
1991-03-11	9.14E+01	1.13E+02
1991-03-12	2.37E+01	5.13E+01
1991-03-13	2.08E+01	2.89E+01
1991-03-14	1.96E+01	3.34E+01
1991-03-15	1.68E+01	2.38E+01
1991-03-16	1.55E+01	3.77E+01
1991-03-17	2.15E+01	2.96E+01
1991-03-18	1.71E+01	3.64E+01
1991-03-19	1.55E+01	4.20E+01
1991-03-20	1.47E+01	3.09E+01
1991-03-21	1.47E+01	3.67E+01
1991-03-22	1.49E+01	3.47E+01
1991-03-23	1.66E+01	4.06E+01
1991-03-24	1.60E+01	1.89E+01
1991-03-25	5.89E+01	5.71E+01
1991-03-26	5.13E+01	7.96E+01
1991-03-27	1.95E+02	1.90E+02
1991-03-28	2.23E+01	2.68E+01
1991-03-29	3.81E+01	4.25E+01
1991-03-30	2.47E+01	3.46E+01
1991-03-31	2.93E+01	6.49E+01
1991-04-01	1.68E+01	3.77E+01
1991-04-02	2.47E+01	5.28E+01
1991-04-03	2.14E+01	5.49E+01
1991-04-04	3.00E+01	5.54E+01
1991-04-05	1.92E+01	3.77E+01
1991-04-06	1.81E+01	2.98E+01
1991-04-07	1.62E+01	3.87E+01
1991-04-08	3.59E+01	3.55E+01
1991-04-09	4.86E+01	6.02E+01
1991-04-10	5.52E+01	6.34E+01
1991-04-11	3.59E+01	4.20E+01
1991-04-12	1.88E+01	4.43E+01
1991-04-13	5.17E+01	1.04E+02
1991-04-14	2.12E+01	4.15E+01
1991-04-15	1.89E+01	1.89E+01
1991-04-16	1.80E+01	4.80E+01
1991-04-17	1.58E+01	2.73E+01
1991-04-18	1.61E+01	2.28E+01
1991-04-19	1.55E+02	1.98E+02
1991-04-20	2.81E+01	3.42E+01
1991-04-21	1.83E+01	3.63E+01
1991-04-22	1.67E+01	2.22E+01
1991-04-23	1.69E+01	3.33E+01
1991-04-24	2.57E+01	4.96E+01
1991-04-25	1.62E+01	3.65E+01
1991-04-26	1.53E+01	1.87E+01
1991-04-27	9.92E+01	1.64E+02
1991-04-28	2.34E+01	3.99E+01
1991-04-29	1.76E+01	2.85E+01
1991-04-30	1.65E+01	2.13E+01
1991-05-01	1.56E+01	2.49E+01
1991-05-02	1.49E+01	1.84E+01
1991-05-03	1.30E+01	3.96E+01
1991-05-04	1.41E+01	2.21E+01
1991-05-05	1.45E+01	1.79E+01
1991-05-06	1.25E+01	3.63E+01
1991-05-07	2.10E+01	4.88E+01
1991-05-08	1.23E+01	2.22E+01
1991-05-09	6.63E+01	7.08E+01
1991-05-10	2.91E+01	6.36E+01
1991-05-11	1.94E+01	3.03E+01
1991-05-12	2.41E+01	5.43E+01
1991-05-13	1.41E+01	1.72E+01
1991-05-14	1.28E+01	1.87E+01
1991-05-15	1.31E+01	3.76E+01
1991-05-16	1.22E+01	1.57E+01
1991-05-17	1.28E+01	3.60E+01
1991-05-18	1.14E+01	3.75E+01
1991-05-19	1.65E+01	3.36E+01
1991-05-20	1.09E+01	2.05E+01
1991-05-21	7.84E+01	9.01E+01
1991-05-22	1.52E+01	4.34E+01
1991-05-23	2.62E+01	3.06E+01
1991-05-24	1.41E+01	1.30E+01
1991-05-25	1.38E+01	2.98E+01
1991-05-26	1.13E+01	1.29E+01
1991-05-27	1.06E+01	3.63E+01
1991-05-28	1.17E+01	2.99E+01
1991-05-29	1.50E+01	4.38E+01
1991-05-30	1.20E+01	1.73E+01
1991-05-31	9.94E+00	2.06E+01
1991-06-01	1.01E+01	3.45E+01
1991-06-02	1.25E+01	2.23E+01
1991-06-03	1.11E+01	1.35E+01
1991-06-04	9.67E+00	1.71E+01
1991-06-05	9.15E+00	2.94E+01
1991-06-06	9.48E+00	1.36E+01
1991-06-07	9.46E+00	3.12E+01
1991-06-08	9.22E+00	1.07E+01
1991-06-09	8.86E+00	2.83E+01
1991-06-10	8.90E+00	1.23E+01
1991-06-11	8.46E+00	1.65E+01
1991-06-12	8.58E+00	2.80E+01
1991-06-13	7.93E+00	2.67E+01
1991-06-14	8.02E+00	1.78E+01
1991-06-15	8.12E+00	2.45E+01
1991-06-16	6.70E+00	2.73E+01
1991-06-17	7.58E+00	2.70E+01
1991-06-18	7.59E+00	2.53E+01
1991-06-19	7.30E+00	9.12E+00
1991-06-20	7.71E+00	9.59E+00
1991-06-21	2.21E+01	3.94E+01
1991-06-22	1.61E+01	4.17E+01
1991-06-23	8.74E+00	2.00E+01
1991-06-24	1.27E+01	2.50E+01
1991-06-25	7.76E+00	1.22E+01
1991-06-26	7.76E+00	1.69E+01
1991-06-27	3.99E+01	9.19E+01
1991-06-28	9.51E+00	2.53E+01
1991-06-29	8.23E+00	1.04E+01
1991-06-30	7.38E+00	2.76E+01
1991-07-01	6.68E+00	1.52E+01
1991-07-02	6.54E+00	1.03E+01
1991-07-03	7.13E+00	1.49E+01
1991-07-04	6.68E+00	2.50E+01
1991-07-05	6.22E+00	7.75E+00
1991-07-06	7.64E+00	1.27E+01
1991-07-07	6.14E+00	1.92E+01
1991-07-08	5.56E+00	7.24E+00
1991-07-09	5.49E+00	1.44E+01
1991-07-10	5.98E+00	1.85E+01
1991-07-11	5.85E+00	1.01E+01
1991-07-12	5.63E+00	1.29E+01
1991-07-13	4.86E+00	2.07E+01
1991-07-14	5.30E+00	6.11E+00
1991-07-15	4.84E+00	7.01E+00
1991-07-16	5.10E+00	4.61E+00
1991-07-17	4.83E+00	6.87E+00
1991-07-18	4.78E+00	1.21E+01
1991-07-19	4.38E+00	1.76E+01
1991-07-20	4.64E+00	1.48E+01
1991-07-21	4.22E+00	1.62E+01
1991-07-22	3.88E+00	1.75E+01
1991-07-23	4.05E+00	4.98E+00
1991-07-24	4.13E+00	1.66E+01
1991-07-25	3.54E+00	1.88E+01
1991-07-26	3.80E+00	4.66E+00
1991-07-27	3.57E+00	3.46E+00
1991-07-28	3.91E+00	5.49E+00
1991-07-29	3.57E+00	8.05E+00
1991-07-30	3.34E+00	1.59E+01
1991-07-31	3.41E+00	3.55E+00
1991-08-01	3.28E+00	1.68E+01
1991-08-02	3.08E+00	1.65E+01
1991-08-03	3.07E+00	6.95E+00
1991-08-04	2.82E+00	8.47E+00
1991-08-05	2.47E+00	1.26E+01
1991-08-06	2.12E+00	3.50E+00
1991-08-07	1.91E+00	5.57E+00
1991-08-08	1.63E+00	1.01E+01
1991-08-09	1.81E+00	9.87E+00
1991-08-10	1.62E+00	8.55E+00
1991-08-11	1.64E+00	7.85E+00
1991-08-12	1.57E+00	7.87E+00
1991-08-13	1.55E+00	9.32E+00
1991-08-14	1.35E+00	9.42E+00
1991-08-15	1.22E+00	5.78E+00
1991-08-16	1.09E+00	2.45E+00
1991-08-17	9.00E-01	1.20E+00
1991-08-18	8.30E-01	4.65E+00
1991-08-19	7.78E-01	1.80E+00
1991-08-20	6.69E-01	4.70E+00
1991-08-21	7.74E-01	4.48E+00
1991-08-22	7.24E-01	2.44E+00
1991-08-23	8.16E-01	5.47E+00
1991-08-24	6.60E-01	7.71E+00
1991-08-25	6.38E-01	6.45E+00
1991-08-26	5.08E-01	4.26E+00
1991-08-27	5.40E-01	4.85E+00
1991-08-28	5.32E-01	2.48E+00
1991-08-29	6.14E-01	1.07E+00
1991-08-30	5.76E-01	7.16E+00
1991-08-31	6.36E-01	6.62E+00
1991-09-01	6.42E-01	2.72E+00
1991-09-02	4.63E-01	2.33E+00
1991-09-03	2.84E-01	3.37E+00
1991-09-04	2.94E-01	2.41E+00
1991-09-05	3.82E-01	2.26E+00
1991-09-06	3.32E-01	6.58E-01
1991-09-07	3.69E-01	3.23E+00
1991-09-08	4.23E+00	1.48E+01
1991-09-09	8.91E-01	3.90E+00
1991-09-10	7.04E-01	4.65E+00
1991-09-11	5.34E-01	7.20E+00
1991-09-12	4.45E-01	1.14E+00
1991-09-13	4.65E-01	5.20E+00
1991-09-14	3.70E-01	5.39E+00
1991-09-15	3.46E-01	8.78E-01
1991-09-16	3.17E-01	5.29E+00
1991-09-17	2.51E-01	3.40E+00
1991-09-18	2.25E-01	3.89E+00
1991-09-19	2.08E-01	2.57E+00
1991-09-20	2.34E-01	4.48E+00
1991-09-21	1.98E-01	3.27E+00
1991-09-22	2.08E-01	1.02E+00
1991-09-23	2.19E-01	1.14E+00
1991-09-24	2.34E-01	2.60E+00
1991-09-25	6.05E+00	7.44E+00
1991-09-26	1.01E+00	1.07E+01
1991-09-27	6.50E-01	7.08E+00
1991-09-28	4.95E-01	7.50E+00
1991-09-29	5.62E-01	8.97E+00
1991-09-30	4.55E-01	1.74E+00
1991-10-01	4.02E-01	5.76E+00
1991-10-02	3.30E-01	3.47E-01
1991-10-03	3.24E-01	1.66E+00
1991-10-04	1.54E+01	2.91E+01
1991-10-05	1.39E+00	9.73E+00
1991-10-06	7.50E-01	1.05E+01
1991-10-07	6.30E-01	6.51E-01
1991-10-08	5.13E-01	9.31E+00
1991-10-09	9.10E-01	2.21E+00
1991-10-10	1.79E+00	3.36E+00
1991-10-11	8.54E-01	7.68E+00
1991-10-12	2.95E+01	7.58E+01
1991-10-13	2.39E+00	1.05E+01
1991-10-14	1.32E+00	1.51E+01
1991-10-15	1.21E+00	9.92E+00
1991-10-16	9.09E-01	1.30E+01
1991-10-17	8.63E-01	1.13E+01
1991-10-18	7.30E-01	6.00E+00
1991-10-19	6.32E-01	1.67E+00
1991-10-20	5.93E-01	9.86E+00
1991-10-21	6.21E-01	7.13E-01
1991-10-22	5.28E-01	6.80E+00
1991-10-23	4.82E-01	4.28E+00
1991-10-24	4.29E-01	6.76E+00
1991-10-25	3.48E+00	2.41E+01
1991-10-26	7.21E-01	1.09E+01
1991-10-27	8.71E-01	8.55E+00
